FIPS,Unemployment_rate_2023,Median_Household_Income_2022,Med_HH_Income_Percent_of_State_Total_2022
48043,3.2,"52,388",72.5
48045,3.8,"53,208",73.6
48047,5.5,"35,359",48.9
48049,4.3,"53,455",74.0
48051,3.6,"62,095",85.9
48053,3.1,"74,897",103.6
48055,3.5,"60,833",84.2
48057,3.3,"62,742",86.8
48059,3.6,"63,836",88.3
48061,5.4,"49,583",68.6
48063,4.4,"52,919",73.2
48065,3.0,"71,902",99.5
48067,4.7,"54,276",75.1
48069,3.1,"59,958",83.0
48071,5.4,"102,146",141.3
48073,4.4,"50,351",69.7
48075,2.8,"49,200",68.1
48077,3.7,"66,085",91.4
48079,4.0,"45,766",63.3
48081,3.3,"43,774",60.6
48083,4.6,"45,834",63.4
48085,3.5,"113,943",157.6
48087,3.6,"52,093",72.1
48089,3.5,"59,711",82.6
48091,3.6,"92,979",128.6
48093,3.6,"51,559",71.3
48095,3.1,"51,191",70.8
48097,3.3,"66,466",92.0
48099,4.5,"63,428",87.8
48101,2.6,"45,351",62.7
48103,4.5,"67,889",93.9
48105,3.3,"71,851",99.4
48107,4.2,"46,457",64.3
48109,3.2,"52,160",72.2
48111,2.6,"61,636",85.3
48113,3.8,"70,871",98.1
48115,4.2,"48,801",67.5
48117,3.1,"55,565",76.9
48119,4.5,"54,587",75.5
48121,3.5,"102,711",142.1
48123,3.3,"55,525",76.8
48125,5.1,"47,074",65.1
48127,3.2,"44,312",61.3
48129,3.9,"44,866",62.1
48131,4.4,"40,539",56.1
48133,4.6,"53,351",73.8
48135,3.3,"64,868",89.7
48137,2.5,"50,752",70.2
48139,3.7,"89,314",123.6
48141,4.4,"53,441",73.9
48143,3.5,"60,093",83.1
48145,4.1,"47,534",65.8
48147,3.4,"60,959",84.3
48149,3.4,"70,476",97.5
48151,3.3,"57,867",80.1
48153,4.3,"45,784",63.3
48155,3.3,"47,657",65.9
48157,4.0,"105,583",146.1
48159,3.8,"56,623",78.3
48161,5.1,"56,372",78.0
48163,3.3,"46,769",64.7
48165,2.9,"62,465",86.4
48167,4.3,"75,947",105.1
48169,3.4,"50,255",69.5
48171,2.6,"77,013",106.5
48173,2.4,"96,533",133.6
48175,3.7,"62,841",86.9
48177,3.4,"57,523",79.6
48179,4.1,"50,648",70.1
48181,3.7,"66,141",91.5
48183,4.2,"60,932",84.3
48185,4.4,"61,188",84.7
48187,3.4,"86,043",119.0
48189,4.9,"49,571",68.6
48191,4.3,"40,677",56.3
48193,3.4,"59,753",82.7
48195,2.6,"69,064",95.6
48197,4.8,"49,539",68.5
48199,4.9,"70,432",97.4
48201,4.3,"68,748",95.1
48203,4.7,"64,636",89.4
48205,2.1,"84,165",116.4
48207,3.8,"48,587",67.2
48209,3.3,"89,074",123.2
48211,3.5,"73,212",101.3
48213,4.1,"62,843",86.9
48215,6.1,"48,825",67.6
48217,4.0,"57,566",79.6
48219,3.6,"56,923",78.8
48221,3.7,"75,545",104.5
48223,3.5,"64,249",88.9
48225,3.2,"49,741",68.8
48227,4.3,"59,598",82.5
48229,3.8,"39,582",54.8
48231,4.1,"68,019",94.1
48233,4.3,"65,019",90.0
48235,3.3,"77,768",107.6
48237,3.6,"54,132",74.9
48239,3.3,"61,953",85.7
48241,6.3,"50,763",70.2
48243,3.2,"58,285",80.6
48245,6.3,"55,065",76.2
48247,4.7,"43,782",60.6
48249,5.2,"48,252",66.8
48251,3.6,"76,747",106.2
48253,4.6,"51,894",71.8
48255,3.1,"61,860",85.6
48257,4.1,"92,814",128.4
48259,3.3,"120,238",166.4
48261,7.1,"43,274",59.9
48263,2.1,"58,118",80.4
48265,3.5,"59,619",82.5
48267,3.4,"51,851",71.7
48269,1.0,"87,856",121.6
48271,4.6,"52,609",72.8
48273,4.6,"51,342",71.0
48275,3.5,"47,207",65.3
48277,4.3,"62,620",86.6
48279,4.1,"53,008",73.3
48281,3.8,"67,917",94.0
48283,2.6,"40,555",56.1
48285,3.3,"58,400",80.8
48287,3.2,"65,911",91.2
48289,4.7,"56,749",78.5
48291,5.5,"61,880",85.6
48293,4.2,"51,357",71.1
48295,3.2,"70,236",97.2
48297,3.8,"58,576",81.0
48299,3.6,"59,528",82.4
48301,.3,"94,716",131.0
48303,3.3,"59,138",81.8
48305,3.3,"56,754",78.5
48307,4.1,"45,915",63.5
48309,3.7,"63,160",87.4
48311,1.7,"67,525",93.4
48313,4.6,"53,906",74.6
48315,4.8,"47,720",66.0
48317,2.7,"73,315",101.4
48319,3.5,"59,129",81.8
48321,5.4,"58,380",80.8
48323,7.5,"43,407",60.1
48325,3.8,"70,313",97.3
48327,3.7,"44,145",61.1
48329,2.5,"81,187",112.3
48331,4.2,"54,667",75.6
48333,3.9,"58,068",80.3
48335,4.0,"48,378",66.9
48337,3.5,"57,076",79.0
48339,3.9,"95,241",131.8
48341,2.7,"66,583",92.1
48343,5.9,"49,847",69.0
48345,4.0,"46,320",64.1
48347,4.3,"51,708",71.5
48349,4.0,"50,822",70.3
48351,7.1,"47,804",66.1
48353,3.5,"50,579",70.0
48355,4.2,"60,250",83.4
48357,3.3,"69,383",96.0
48359,3.0,"66,411",91.9
48361,5.4,"63,901",88.4
48363,3.7,"56,809",78.6
48365,4.5,"59,772",82.7
48367,3.3,"95,277",131.8
48369,2.6,"57,786",79.9
48371,3.6,"54,003",74.7
48373,5.4,"58,894",81.5
48375,3.1,"51,028",70.6
48377,6.3,"43,666",60.4
48379,3.5,"45,419",62.8
48381,2.9,"77,066",106.6
48383,3.6,"83,195",115.1
48385,5.1,"49,467",68.4
48387,4.8,"47,081",65.1
48389,3.1,"53,969",74.7
48391,3.9,"50,936",70.5
48393,3.6,"70,814",98.0
48395,3.6,"57,796",80.0
48397,3.6,"124,291",172.0
48399,3.9,"52,729",73.0
48401,4.1,"55,085",76.2
48403,6.8,"50,564",70.0
48405,5.4,"49,591",68.6
48407,4.7,"57,855",80.0
48409,4.8,"62,919",87.1
48411,3.8,"51,350",71.0
48413,3.5,"54,168",74.9
48415,4.1,"60,387",83.5
48417,2.7,"64,690",89.5
48419,4.5,"51,551",71.3
48421,3.2,"73,395",101.5
48423,3.6,"67,978",94.0
48425,3.6,"75,568",104.6
48427,9.3,"35,758",49.5
48429,3.9,"50,710",70.2
48431,4.0,"75,895",105.0
48433,2.7,"53,153",73.5
48435,5.8,"68,838",95.2
48437,4.6,"52,148",72.1
48439,3.7,"76,285",105.5
48441,3.3,"61,798",85.5
48443,3.5,"47,969",66.4
48445,3.9,"46,998",65.0
48447,3.6,"50,997",70.6
48449,4.2,"58,411",80.8
48451,3.5,"60,348",83.5
48453,3.3,"95,151",131.6
48455,5.0,"49,629",68.7
48457,5.8,"50,722",70.2
48459,4.2,"59,690",82.6
48461,1.7,"61,607",85.2
48463,4.2,"48,427",67.0
48465,5.5,"52,593",72.8
48467,3.5,"57,706",79.8
48469,4.1,"67,905",93.9
48471,4.6,"53,301",73.7
48473,4.6,"75,223",104.1
48475,3.0,"60,775",84.1
48477,3.9,"66,911",92.6
48479,4.0,"56,289",77.9
48481,3.9,"57,487",79.5
48483,3.7,"55,713",77.1
48485,3.9,"56,634",78.4
48487,5.0,"52,983",73.3
48489,7.8,"41,648",57.6
48491,3.4,"101,891",141.0
48493,3.2,"79,432",109.9
48495,3.4,"69,775",96.5
48497,3.7,"80,096",110.8
48499,4.4,"57,504",79.6
48501,3.4,"62,748",86.8
48503,3.4,"58,297",80.7
48505,6.4,"39,403",54.5
48507,7.3,"36,237",50.1
49000,2.6,"88,531",100.0
49001,3.0,"66,394",75.0
49003,2.5,"79,450",89.7
49005,2.3,"76,631",86.6
49007,3.7,"59,243",66.9
49009,4.2,"66,427",75.0
49011,2.4,"103,143",116.5
49013,2.9,"67,256",76.0
49015,3.1,"64,651",73.0
49017,6.4,"66,786",75.4
49019,3.6,"67,218",75.9
49021,2.6,"66,499",75.1
49023,2.3,"94,181",106.4
49025,2.7,"66,609",75.2
49027,2.3,"67,318",76.0
49029,2.1,"119,482",135.0
49031,4.9,"54,495",61.6
49033,2.4,"71,800",81.1
49035,2.7,"91,713",103.6
49037,4.0,"50,452",57.0
49039,2.9,"65,044",73.5
49041,2.8,"73,014",82.5
49043,2.4,"132,358",149.5
49045,2.8,"91,353",103.2
49047,3.3,"67,554",76.3
49049,2.6,"95,085",107.4
49051,2.4,"115,793",130.8
49053,2.8,"75,572",85.4
49055,4.3,"63,705",72.0
49057,2.8,"83,465",94.3
50000,2.0,"74,555",100.0
50001,1.7,"79,526",106.7
50003,2.5,"69,249",92.9
50005,2.3,"61,554",82.6
50007,1.6,"86,579",116.1
50009,2.9,"54,570",73.2
50011,1.8,"76,395",102.5
50013,2.1,"76,260",102.3
50015,2.5,"65,190",87.4
50017,2.0,"73,057",98.0
50019,3.4,"56,818",76.2
50021,2.4,"61,290",82.2
50023,2.0,"77,432",103.9
50025,2.3,"61,976",83.1
50027,1.8,"74,244",99.6
51000,2.9,"85,838",100.0
51001,3.5,"56,357",65.7
51003,2.6,"94,727",110.4
51005,3.5,"52,412",61.1
51007,3.0,"65,835",76.7
51009,3.2,"61,271",71.4
51011,3.6,"62,375",72.7
51013,2.1,"131,020",152.6
51015,2.5,"77,487",90.3
51017,2.8,"59,763",69.6
51019,2.9,"71,135",82.9
51021,3.0,"55,722",64.9
51023,2.5,"81,122",94.5
51025,4.6,"49,080",57.2
51027,4.4,"39,652",46.2
51029,3.9,"55,965",65.2
51031,3.3,"63,516",74.0
51033,3.1,"72,210",84.1
51035,3.7,"51,111",59.5
51036,3.2,"67,596",78.7
51037,3.5,"50,151",58.4
51041,2.9,"100,149",116.7
51043,2.5,"106,914",124.6
51045,3.2,"62,672",73.0
51047,2.8,"94,287",109.8
51049,3.5,"55,257",64.4
51051,4.4,"43,271",50.4
51053,3.3,"72,695",84.7
51057,3.7,"58,214",67.8
51059,2.5,"144,632",168.5
51061,2.5,"120,301",140.1
51063,2.6,"62,561",72.9
51065,2.5,"88,162",102.7
51067,3.0,"68,089",79.3
51069,2.5,"97,091",113.1
51071,2.9,"62,716",73.1
51073,2.6,"76,960",89.7
51075,2.9,"113,617",132.4
51077,2.7,"45,414",52.9
51079,2.5,"82,772",96.4
51081,3.7,"47,596",55.4
51083,4.0,"50,578",58.9
51085,2.5,"103,639",120.7
51087,2.9,"82,187",95.7
51089,3.5,"49,370",57.5
51091,2.3,"54,470",63.5
51093,2.8,"85,227",99.3
51095,2.8,"103,070",120.1
51097,2.7,"62,180",72.4
51099,2.6,"100,092",116.6
51101,2.7,"82,715",96.4
51103,3.7,"60,857",70.9
51105,3.8,"41,573",48.4
51107,2.5,"167,605",195.3
51109,2.7,"72,569",84.5
51111,3.3,"47,660",55.5
51113,2.3,"71,697",83.5
51115,2.8,"73,827",86.0
51117,3.6,"52,092",60.7
51119,2.7,"68,881",80.2
51121,2.8,"69,668",81.2
51125,2.7,"66,612",77.6
51127,2.6,"115,627",134.7
51131,3.5,"52,783",61.5
51133,4.3,"67,077",78.1
51135,3.0,"50,756",59.1
51137,3.0,"81,390",94.8
51139,3.5,"60,061",70.0
51141,3.5,"49,319",57.5
51143,3.1,"49,659",57.9
51145,2.7,"105,231",122.6
51147,4.1,"57,400",66.9
51149,3.4,"76,571",89.2
51153,2.7,"119,051",138.7
51155,2.8,"57,731",67.3
51157,2.6,"85,575",99.7
51159,3.1,"60,180",70.1
51161,2.6,"77,010",89.7
51163,2.7,"64,393",75.0
51165,2.5,"72,921",85.0
51167,3.6,"49,537",57.7
51169,3.2,"43,743",51.0
51171,2.7,"65,289",76.1
51173,3.2,"45,484",53.0
51175,2.6,"61,246",71.4
51177,3.0,"96,322",112.2
51179,2.9,"134,456",156.6
51181,2.7,"65,339",76.1
51183,4.1,"49,340",57.5
51185,4.0,"48,360",56.3
51187,2.9,"79,949",93.1
51191,2.9,"61,686",71.9
51193,3.3,"61,545",71.7
51195,4.2,"45,220",52.7
51197,3.0,"47,257",55.1
51199,2.7,"111,346",129.7
51510,2.3,"110,115",128.3
51520,3.7,"43,123",50.2
51530,2.7,"51,030",59.4
51540,2.4,"67,903",79.1
51550,2.9,"87,127",101.5
51570,3.1,"68,456",79.8
51580,4.1,"46,592",54.3
51590,4.6,"40,799",47.5
51595,4.6,"43,496",50.7
51600,2.4,"122,790",143.0
51610,2.3,"142,513",166.0
51620,3.8,"54,594",63.6
51630,3.4,"71,217",83.0
51640,3.9,"44,706",52.1
51650,3.7,"64,086",74.7
51660,3.5,"56,057",65.3
51670,4.4,"53,098",61.9
51678,4.4,"62,382",72.7
51680,4.2,"50,494",58.8
51683,2.5,"97,722",113.8
51685,2.6,"90,816",105.8
51690,4.7,"41,500",48.3
51700,3.4,"63,350",73.8
51710,3.4,"60,030",69.9
51720,4.1,"41,298",48.1
51730,5.4,"42,385",49.4
51735,2.5,"109,549",127.6
51740,3.7,"54,843",63.9
51750,3.6,"47,892",55.8
51760,3.5,"58,719",68.4
51770,3.2,"50,425",58.7
51775,2.9,"63,676",74.2
51790,2.6,"61,917",72.1
51800,3.1,"81,858",95.4
51810,2.8,"83,066",96.8
51820,2.9,"58,527",68.2
51830,4.0,"67,543",78.7
51840,2.8,"60,557",70.5
53000,4.1,"91,255",100.0
53001,4.6,"62,410",68.4
53003,3.4,"65,625",71.9
53005,4.5,"85,144",93.3
53007,4.3,"81,697",89.5
53009,5.2,"66,693",73.1
53011,4.3,"91,149",99.9
53013,4.4,"62,935",69.0
53015,5.1,"71,847",78.7
53017,4.7,"83,870",91.9
53019,8.4,"57,064",62.5
53021,5.7,"77,820",85.3
53023,5.5,"64,413",70.6
53025,5.2,"63,809",69.9
53027,6.3,"62,258",68.2
53029,4.3,"82,717",90.6
53031,5.0,"69,176",75.8
53033,3.4,"116,044",127.2
53035,4.1,"93,794",102.8
53037,5.1,"71,737",78.6
53039,5.1,"70,371",77.1
53041,5.4,"67,954",74.5
53043,4.9,"68,318",74.9
53045,5.5,"78,029",85.5
53047,5.5,"58,661",64.3
53049,6.0,"55,615",60.9
53051,6.0,"59,332",65.0
53053,4.7,"92,793",101.7
53055,3.4,"84,024",92.1
53057,4.6,"79,118",86.7
53059,4.8,"82,132",90.0
53061,3.5,"101,440",111.2
53063,4.2,"69,079",75.7
53065,6.0,"65,748",72.0
53067,4.1,"88,560",97.0
53069,6.4,"70,099",76.8
53071,4.2,"66,542",72.9
53073,4.3,"78,796",86.3
53075,4.0,"54,412",59.6
53077,5.8,"63,058",69.1
54000,3.9,"54,097",100.0
54001,4.8,"46,302",85.6
54003,3.4,"70,829",130.9
54005,4.2,"46,508",86.0
54007,5.1,"43,328",80.1
54009,5.0,"61,551",113.8
54011,3.7,"51,017",94.3
54013,7.2,"43,589",80.6
54015,5.8,"42,604",78.8
54017,3.2,"47,755",88.3
54019,4.4,"48,710",90.0
54021,5.3,"44,938",83.1
54023,3.8,"58,150",107.5
54025,3.7,"45,137",83.4
54027,2.8,"58,266",107.7
54029,5.8,"58,077",107.4
54031,4.3,"53,876",99.6
54033,3.3,"57,764",106.8
54035,4.2,"54,735",101.2
54037,2.7,"87,259",161.3
54039,3.6,"55,160",102.0
54041,4.6,"53,283",98.5
54043,4.9,"43,727",80.8
54045,4.2,"42,615",78.8
54047,6.4,"28,972",53.6
54049,4.0,"58,855",108.8
54051,5.0,"51,934",96.0
54053,4.6,"48,077",88.9
54055,4.4,"43,917",81.2
54057,4.1,"59,669",110.3
54059,5.3,"35,761",66.1
54061,3.1,"59,094",109.2
54063,3.0,"53,154",98.3
54065,3.1,"56,162",103.8
54067,4.6,"46,757",86.4
54069,3.8,"60,241",111.4
54071,2.6,"52,553",97.1
54073,5.4,"56,391",104.2
54075,4.5,"44,553",82.4
54077,3.9,"55,965",103.5
54079,3.3,"80,034",147.9
54081,3.7,"51,317",94.9
54083,4.8,"49,362",91.2
54085,4.3,"51,965",96.1
54087,6.0,"42,697",78.9
54089,3.9,"40,569",75.0
54091,3.7,"53,972",99.8
54093,3.4,"50,444",93.2
54095,5.9,"57,560",106.4
54097,4.6,"47,035",86.9
54099,4.1,"52,540",97.1
54101,5.1,"40,598",75.0
54103,5.9,"48,563",89.8
54105,5.8,"43,441",80.3
54107,4.1,"57,599",106.5
54109,4.3,"39,892",73.7
55000,3.0,"71,050",100.0
55001,5.1,"54,682",77.0
55003,3.7,"56,848",80.0
55005,3.6,"62,344",87.7
55007,4.5,"63,680",89.6
55009,2.7,"72,398",101.9
55011,4.4,"63,969",90.0
55013,4.6,"57,438",80.8
55015,2.4,"85,589",120.5
55017,3.5,"74,425",104.8
55019,2.8,"63,641",89.6
55021,2.6,"78,767",110.9
55023,3.9,"63,862",89.9
55025,2.3,"85,189",119.9
55027,2.6,"69,681",98.1
55029,3.0,"72,296",101.8
55031,4.3,"66,180",93.1
55033,3.4,"71,434",100.5
55035,2.7,"70,564",99.3
55037,3.4,"64,512",90.8
55039,2.7,"71,206",100.2
55041,4.8,"56,118",79.0
55043,2.9,"63,247",89.0
55045,2.4,"79,337",111.7
55047,3.4,"66,070",93.0
55049,2.6,"76,404",107.5
55051,5.5,"60,694",85.4
55053,3.9,"64,344",90.6
55055,2.8,"78,728",110.8
55057,3.2,"61,904",87.1
55059,3.4,"75,067",105.7
55061,2.5,"73,717",103.8
55063,2.6,"70,075",98.6
55065,2.3,"67,311",94.7
55067,3.6,"57,745",81.3
55069,3.2,"59,637",83.9
55071,3.0,"62,910",88.5
55073,2.7,"70,955",99.9
55075,4.0,"58,554",82.4
55077,3.7,"58,197",81.9
55078,6.1,"51,623",72.7
55079,3.8,"58,375",82.2
55081,2.7,"65,232",91.8
55083,3.3,"68,127",95.9
55085,3.4,"62,242",87.6
55087,2.6,"78,808",110.9
55089,2.6,"97,778",137.6
55091,3.1,"69,535",97.9
55093,3.5,"85,508",120.3
55095,4.1,"73,982",104.1
55097,3.0,"71,360",100.4
55099,3.4,"53,883",75.8
55101,3.6,"72,331",101.8
55103,3.0,"67,086",94.4
55105,3.4,"67,430",94.9
55107,3.7,"56,410",79.4
55109,3.5,"97,589",137.4
55111,2.6,"70,484",99.2
55113,4.2,"60,034",84.5
55115,3.0,"66,733",93.9
55117,2.5,"65,008",91.5
55119,3.7,"67,544",95.1
55121,3.5,"68,184",96.0
55123,2.8,"67,812",95.4
55125,3.9,"63,356",89.2
55127,2.9,"73,723",103.8
55129,3.7,"59,221",83.4
55131,2.6,"90,313",127.1
55133,2.6,"99,525",140.1
55135,3.0,"65,960",92.8
55137,3.5,"55,982",78.8
55139,2.7,"69,887",98.4
55141,3.5,"64,408",90.7
56000,2.9,"71,275",100.0
56001,2.6,"53,537",75.1
56003,3.3,"59,702",83.8
56005,2.7,"89,870",126.1
56007,3.0,"66,225",92.9
56009,2.3,"78,015",109.5
56011,2.4,"70,196",98.5
56013,3.4,"55,125",77.3
56015,2.6,"58,720",82.4
56017,2.6,"64,734",90.8
56019,2.8,"70,067",98.3
56021,3.0,"71,956",101.0
56023,2.9,"93,044",130.5
56025,3.2,"70,142",98.4
56027,2.6,"54,573",76.6
56029,2.9,"69,802",97.9
56031,2.9,"61,185",85.8
56033,2.7,"70,224",98.5
56035,3.3,"85,649",120.2
56037,3.3,"75,779",106.3
56039,2.1,"127,677",179.1
56041,3.2,"73,072",102.5
56043,3.3,"60,699",85.2
56045,2.1,"67,677",95.0
72000,5.9,,
72001,8.9,,
72003,6.9,,
72005,7.8,,
72007,6.3,,
72009,7.7,,
72011,6.2,,
72013,6.7,,
72015,9.4,,
72017,7.9,,
72019,7.6,,
72021,4.6,,
72023,6.6,,
72025,4.8,,
72027,6.3,,
72029,4.4,,
72031,4.2,,
72033,4.2,,
72035,5.1,,
72037,6.8,,
72039,8.1,,
72041,4.9,,
72043,8.1,,
72045,7.3,,
72047,6.8,,
72049,1.7,,
72051,4.7,,
72053,6.9,,
72054,8.4,,
72055,11.6,,
72057,7.3,,
72059,11.3,,
72061,2.8,,
72063,4.1,,
72065,7.7,,
72067,4.7,,
72069,6.8,,
72071,6.9,,
72073,9.7,,
72075,7.3,,
72077,6.3,,
72079,9.3,,
72081,10.0,,
72083,9.5,,
72085,6.4,,
72087,5.1,,
72089,6.4,,
72091,5.8,,
72093,9.1,,
72095,12.7,,
72097,6.8,,
72099,7.8,,
72101,7.0,,
72103,5.9,,
72105,6.6,,
72107,8.7,,
72109,10.1,,
72111,10.3,,
72113,6.9,,
72115,7.3,,
72117,9.9,,
72119,4.8,,
72121,8.3,,
72123,9.1,,
72125,7.8,,
72127,4.2,,
72129,6.3,,
72131,9.4,,
72133,8.5,,
72135,4.2,,
72137,4.1,,
72139,2.7,,
72141,8.5,,
72143,5.5,,
72145,7.4,,
72147,4.3,,
72149,10.6,,
72151,8.4,,
72153,11.5,,
